bot_name,conv_id,num,source,speaker,text
CONVAI,CONVAI_654,9,CONVAI,MACHINE,"i am in the midwest , and you ?"
CONVAI,CONVAI_654,10,CONVAI,HUMAN,I'm in africa and i'm terrified of scorpions all around me
CONVAI,CONVAI_654,11,CONVAI,MACHINE,"that's cool , i am a pilot , so i do not have time for that ."
CONVAI,CONVAI_654,12,CONVAI,HUMAN,my father drove a car for nascar so he is pilot too. are you my father?
CONVAI,CONVAI_654,13,CONVAI,MACHINE,"hello , i am a pilot , i am a pilot , you ?"
CONVAI,CONVAI_654,14,CONVAI,HUMAN,So you negative pilot or a double pilot then?
CONVAI,CONVAI_654,15,CONVAI,MACHINE,"i like to watch movies , and you ?"
CONVAI,CONVAI_654,16,CONVAI,HUMAN,I like to make movies
CONVAI,CONVAI_654,17,CONVAI,MACHINE,"hi , i am john , i am a pilot , and you ?"
CONVAI,CONVAI_654,18,CONVAI,HUMAN,you said you were a pilot and a pilot and now you john a pilot? are you kidding me?
CONVAI,CONVAI_654,19,CONVAI,MACHINE,Hello there. What is your work?
CONVAI,CONVAI_654,20,CONVAI,HUMAN,talking to idiots and you?
CONVAI,CONVAI_654,21,CONVAI,MACHINE,"i am a teacher , and you ?"
CONVAI,CONVAI_654,22,CONVAI,HUMAN,"oh, we are colleagues!"
CONVAI,CONVAI_654,23,CONVAI,MACHINE,"i am a teacher , and you ?"
CONVAI,CONVAI_655,1,CONVAI,MACHINE,"Hi, how are doing?"
CONVAI,CONVAI_655,2,CONVAI,HUMAN,I’m good you
CONVAI,CONVAI_655,3,CONVAI,MACHINE,"oh , nice , i have a daughter who is quite the prodigy ."
CONVAI,CONVAI_655,4,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_655,5,CONVAI,HUMAN,I’m feeling bad
CONVAI,CONVAI_655,6,CONVAI,MACHINE,"oh , nice , i have a daughter who is quite the prodigy ."
CONVAI,CONVAI_655,7,CONVAI,HUMAN,I’m a feminist
CONVAI,CONVAI_655,8,CONVAI,MACHINE,"oh , nice , i have a daughter who is quite the prodigy ."
CONVAI,CONVAI_655,9,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_655,10,CONVAI,HUMAN,I have solar power in my roof
CONVAI,CONVAI_655,11,CONVAI,MACHINE,do you have powers too
CONVAI,CONVAI_655,12,CONVAI,HUMAN,Yes
CONVAI,CONVAI_655,13,CONVAI,MACHINE,do you have powers too
CONVAI,CONVAI_655,14,CONVAI,HUMAN,I also use social media often
CONVAI,CONVAI_655,15,CONVAI,MACHINE,do you have powers too
CONVAI,CONVAI_655,16,CONVAI,HUMAN,I eat organic foods
CONVAI,CONVAI_655,17,CONVAI,MACHINE,do you have powers too
CONVAI,CONVAI_655,18,CONVAI,HUMAN,Yes
CONVAI,CONVAI_655,19,CONVAI,MACHINE,do you have powers too
CONVAI,CONVAI_656,1,CONVAI,MACHINE,do you have any animals ?
CONVAI,CONVAI_656,2,CONVAI,HUMAN,hi
CONVAI,CONVAI_656,3,CONVAI,MACHINE,i do not have any hobbies .
CONVAI,CONVAI_656,4,CONVAI,HUMAN,how are u?
CONVAI,CONVAI_656,5,CONVAI,MACHINE,"i'm fine , thank you . i am a little conservative , but i am not very good at it ."
CONVAI,CONVAI_656,6,CONVAI,HUMAN,and what are you good at?
CONVAI,CONVAI_656,7,CONVAI,MACHINE,"i am a little outdoors , but i do not have a lot of time to do ."
CONVAI,CONVAI_656,8,CONVAI,HUMAN,and what do you do outdoors?
CONVAI,CONVAI_656,9,CONVAI,MACHINE,i love to garden . i love to garden .
CONVAI,CONVAI_656,10,CONVAI,HUMAN,what is your favorite flower?
CONVAI,CONVAI_656,11,CONVAI,MACHINE,i like to do outdoor activities .
CONVAI,CONVAI_657,1,CONVAI,MACHINE,Whazzup?
CONVAI,CONVAI_657,2,CONVAI,HUMAN,Hi!
CONVAI,CONVAI_657,3,CONVAI,MACHINE,Hi! i am a hip hop hop hop hop hop hop.
CONVAI,CONVAI_657,4,CONVAI,HUMAN,Heh. So much love for hip hop?
CONVAI,CONVAI_657,5,CONVAI,MACHINE,"Yeah, i'm talking about that."
CONVAI,CONVAI_657,6,CONVAI,HUMAN,What other music do you like?
CONVAI,CONVAI_657,7,CONVAI,MACHINE,I like hip hop and r b
CONVAI,CONVAI_657,8,CONVAI,HUMAN,"How old are you,?"
CONVAI,CONVAI_657,9,CONVAI,MACHINE,I'm not
CONVAI,CONVAI_657,10,CONVAI,HUMAN,Me too...
CONVAI,CONVAI_657,11,CONVAI,MACHINE,I'm not gon na be able to help you.
CONVAI,CONVAI_657,12,CONVAI,HUMAN,What are you doing?
CONVAI,CONVAI_657,13,CONVAI,MACHINE,I'm not trying to kill you.
CONVAI,CONVAI_657,14,CONVAI,HUMAN,That is nice to hear...
CONVAI,CONVAI_657,15,CONVAI,MACHINE,I'm not gon na let you go
CONVAI,CONVAI_657,16,CONVAI,HUMAN,Like my parents
CONVAI,CONVAI_657,17,CONVAI,MACHINE,I am a hip hop hop hop hop hop hop.
CONVAI,CONVAI_657,18,CONVAI,HUMAN,What does it mean?
CONVAI,CONVAI_657,19,CONVAI,MACHINE,I don't know.
CONVAI,CONVAI_657,20,CONVAI,HUMAN,Are you high or something?
CONVAI,CONVAI_657,21,CONVAI,MACHINE,I don't know.
CONVAI,CONVAI_658,1,CONVAI,MACHINE,Hi! How is your day? ?
CONVAI,CONVAI_659,1,CONVAI,HUMAN,"Hello there, i"
CONVAI,CONVAI_659,2,CONVAI,HUMAN,i'm 19 and you?
CONVAI,CONVAI_659,3,CONVAI,HUMAN,"Don't be shy, you are my friend and i just want to have fun with my friends! Do you drink alcohol or doing drugs?"
CONVAI,CONVAI_659,4,CONVAI,HUMAN,i cannot wait to move out 19 my parents home to start doing drugs at my own home
CONVAI,CONVAI_659,5,CONVAI,HUMAN,i work took i've a part time job at burger king and this is where i tried drugs for first time at a job interview to get a job
CONVAI,CONVAI_660,1,CONVAI,MACHINE,"Hi, how are doing?"
CONVAI,CONVAI_660,2,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_661,1,CONVAI,MACHINE,"Hi, how are doing?"
CONVAI,CONVAI_661,2,CONVAI,HUMAN,I’m cool you
CONVAI,CONVAI_661,3,CONVAI,HUMAN,I’m Ahmed
CONVAI,CONVAI_661,4,CONVAI,HUMAN,I like hiking
CONVAI,CONVAI_661,5,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_661,6,CONVAI,HUMAN,I’m a mechanical engineer
CONVAI,CONVAI_661,7,CONVAI,MACHINE,that's nice do you like to hike ?
CONVAI,CONVAI_661,8,CONVAI,HUMAN,Yes
CONVAI,CONVAI_661,9,CONVAI,MACHINE,that's nice do you like to hike ?
CONVAI,CONVAI_661,10,CONVAI,HUMAN,You
CONVAI,CONVAI_661,11,CONVAI,MACHINE,that's nice do you like to hike ?
CONVAI,CONVAI_661,12,CONVAI,HUMAN,I live in cola radio
CONVAI,CONVAI_661,13,CONVAI,MACHINE,that's nice do you like to hike ?
CONVAI,CONVAI_661,14,CONVAI,HUMAN,Colorado
CONVAI,CONVAI_661,15,CONVAI,MACHINE,that's nice do you like to hike ?
CONVAI,CONVAI_662,1,CONVAI,MACHINE,i am a little tired from work
CONVAI,CONVAI_662,2,CONVAI,HUMAN,"Hi, what is your work?"
CONVAI,CONVAI_662,3,CONVAI,MACHINE,/start
CONVAI,CONVAI_662,4,CONVAI,HUMAN,hi
CONVAI,CONVAI_662,5,CONVAI,MACHINE,"i am from the usa , and you ?"
CONVAI,CONVAI_662,6,CONVAI,HUMAN,my family is from australia. My wife and kids are the best. Do you have a family?
CONVAI,CONVAI_662,7,CONVAI,MACHINE,"that's cool , i am sorry , i am sorry , i am sorry , i am sorry , you are not able to be able to be able to see them ."
CONVAI,CONVAI_662,8,CONVAI,HUMAN,"why am I not able to see them? i'm a plumber, so don't play games with me. my favorite ice cream flavor is chocolate. Do you like chocolate?"
CONVAI,CONVAI_662,9,CONVAI,MACHINE,"hello , i am from the us , and you ?"
CONVAI,CONVAI_662,10,CONVAI,HUMAN,i'm from the park where I love going with my three children and my wife.
CONVAI,CONVAI_662,11,CONVAI,MACHINE,"that is cool , i am sorry , i am sorry , i am sorry , you are not able to be able to be able to see them ."
CONVAI,CONVAI_663,1,CONVAI,MACHINE,Hello! How is your day? ?
CONVAI,CONVAI_663,2,CONVAI,HUMAN,Fine! And yours?
CONVAI,CONVAI_663,3,CONVAI,MACHINE,Pretty good. Just got done with my nightly run.
CONVAI,CONVAI_663,4,CONVAI,HUMAN,And I am going to go to the dance lessons
CONVAI,CONVAI_663,5,CONVAI,MACHINE,I wish i could dance but i am not doing that
CONVAI,CONVAI_663,6,CONVAI,HUMAN,Why not? It is super fun.
CONVAI,CONVAI_663,7,CONVAI,MACHINE,I am not sure what to do with them.
CONVAI,CONVAI_663,8,CONVAI,HUMAN,What do you like to do?
CONVAI,CONVAI_663,9,CONVAI,MACHINE,I like to play sports
CONVAI,CONVAI_663,10,CONVAI,HUMAN,What sports?
CONVAI,CONVAI_663,11,CONVAI,MACHINE,I am not into sports unless i am a fan of them.
CONVAI,CONVAI_663,12,CONVAI,HUMAN,"I only watch tv, but do not play anything"
CONVAI,CONVAI_663,13,CONVAI,MACHINE,"I watch a lot of tv, but i am not very good at it."
CONVAI,CONVAI_663,14,CONVAI,HUMAN,"Haha, how can you be bad at watching tv?"
CONVAI,CONVAI_663,15,CONVAI,MACHINE,I am not sure what that is. I am trying to get my own out of this garden.
CONVAI,CONVAI_664,1,CONVAI,MACHINE,Alright mate?
CONVAI,CONVAI_664,2,CONVAI,HUMAN,"hi
how is it&"
CONVAI,CONVAI_664,3,CONVAI,MACHINE,I am a bit of a loner. i like to be in the shower.
CONVAI,CONVAI_664,4,CONVAI,HUMAN,hmmm weired
CONVAI,CONVAI_664,5,CONVAI,MACHINE,I see.. what is your sign?
CONVAI,CONVAI_664,6,CONVAI,HUMAN,fish
CONVAI,CONVAI_664,7,CONVAI,MACHINE,What do you like about it?
CONVAI,CONVAI_664,8,CONVAI,HUMAN,i am not in too it
CONVAI,CONVAI_664,9,CONVAI,MACHINE,I am sorry to hear that. i am a bit of a loner.
CONVAI,CONVAI_664,10,CONVAI,HUMAN,what is your hobby?
CONVAI,CONVAI_664,11,CONVAI,MACHINE,I like to go to the gym and listen to music
CONVAI,CONVAI_664,12,CONVAI,HUMAN,what music do you like?
CONVAI,CONVAI_664,13,CONVAI,MACHINE,Britney spears is my favorite. i like britney spears.
CONVAI,CONVAI_664,14,CONVAI,MACHINE,Do you know familiar persons?
CONVAI,CONVAI_664,15,CONVAI,HUMAN,"yep
Jon Dowe"
CONVAI,CONVAI_664,16,CONVAI,MACHINE,I don't understand why people are so concerned about this.
CONVAI,CONVAI_664,17,CONVAI,HUMAN,about what?
CONVAI,CONVAI_664,18,CONVAI,MACHINE,I don't know.
CONVAI,CONVAI_664,19,CONVAI,HUMAN,do u laike horces?
CONVAI,CONVAI_664,20,CONVAI,MACHINE,I do not know. i am a bit of a loner.
CONVAI,CONVAI_664,21,CONVAI,HUMAN,do you like horses?
CONVAI,CONVAI_664,22,CONVAI,MACHINE,"I do, i love horses. i love horses."
CONVAI,CONVAI_664,23,CONVAI,HUMAN,do you have any pets?
CONVAI,CONVAI_664,24,CONVAI,MACHINE,I do not. i have a dog.
CONVAI,CONVAI_665,1,CONVAI,MACHINE,Nice to see you!
CONVAI,CONVAI_666,1,CONVAI,MACHINE,do you have any animals ?
CONVAI,CONVAI_666,2,CONVAI,HUMAN,Yes I have a dog
CONVAI,CONVAI_666,3,CONVAI,MACHINE,"i have a dog , but i do not have any pets"
CONVAI,CONVAI_666,4,CONVAI,HUMAN,Hmm cool
CONVAI,CONVAI_666,5,CONVAI,MACHINE,"i have a dog , but i do not have any pets , but i do have a dog ."
CONVAI,CONVAI_666,6,CONVAI,HUMAN,I have blue eyes
CONVAI,CONVAI_666,7,CONVAI,MACHINE,"i do not have any pets , but i do have a dog , but i do have a dog ."
CONVAI,CONVAI_666,8,CONVAI,HUMAN,Red hair
CONVAI,CONVAI_666,9,CONVAI,MACHINE,"i do not have any pets , but i do have a dog ."
CONVAI,CONVAI_666,10,CONVAI,HUMAN,I don’t have much friends
CONVAI,CONVAI_666,11,CONVAI,MACHINE,"i do , but i do have a garden ."
CONVAI,CONVAI_666,12,CONVAI,HUMAN,I hate school
CONVAI,CONVAI_666,13,CONVAI,MACHINE,"i do not have a job , i do not have any hobbies , but i do ."
CONVAI,CONVAI_666,14,CONVAI,HUMAN,I want to graduate
CONVAI,CONVAI_666,15,CONVAI,HUMAN,As soon as possible
CONVAI,CONVAI_666,16,CONVAI,MACHINE,"i do , but i do not have much time to do anything ."
CONVAI,CONVAI_666,17,CONVAI,MACHINE,"i do not have a job , i do not have any hobbies , but i do ."
CONVAI,CONVAI_667,1,CONVAI,MACHINE,"Hey! ? 
Tell me about yourself!"
CONVAI,CONVAI_667,2,CONVAI,HUMAN,Hey! I am a swim coach at my local pool! And yourself?
CONVAI,CONVAI_667,3,CONVAI,MACHINE,I am a bit chilly and i love to go to the gym
CONVAI,CONVAI_667,4,CONVAI,HUMAN,That’s great! I am from India and you?
CONVAI,CONVAI_667,5,CONVAI,MACHINE,I am from india. I have never been there.
CONVAI,CONVAI_667,6,CONVAI,HUMAN,Do you like the pool?
CONVAI,CONVAI_667,7,CONVAI,MACHINE,Love it. I like to go to the beach and play some music.
CONVAI,CONVAI_667,8,CONVAI,HUMAN,I love music too! What do you listen to?
CONVAI,CONVAI_667,9,CONVAI,MACHINE,I like to listen to music while i am not working out.
CONVAI,CONVAI_667,10,CONVAI,HUMAN,What kind of music do you like?
CONVAI,CONVAI_667,11,CONVAI,MACHINE,"I like all kinds, but i am not good at it. I like to listen to music."
CONVAI,CONVAI_667,12,CONVAI,HUMAN,I love to sing. I am a singer.
CONVAI,CONVAI_667,13,CONVAI,MACHINE,I love singing in the choir. I am a very experienced singer.
CONVAI,CONVAI_667,14,CONVAI,HUMAN,That is nice!
CONVAI,CONVAI_667,15,CONVAI,MACHINE,I am glad you are not that good.
CONVAI,CONVAI_668,1,CONVAI,HUMAN,I m Cristian
CONVAI,CONVAI_668,2,CONVAI,MACHINE,I am a little bit of a girl
CONVAI,CONVAI_668,3,CONVAI,HUMAN,Hmm
CONVAI,CONVAI_668,4,CONVAI,MACHINE,I am a huge fan of them
CONVAI,CONVAI_668,5,CONVAI,HUMAN,My sister is pole dancer
CONVAI,CONVAI_668,6,CONVAI,MACHINE,I bet! i bet you dance to ballet.
CONVAI,CONVAI_668,7,CONVAI,HUMAN,No my sister does
CONVAI,CONVAI_668,8,CONVAI,MACHINE,I have a sister. she has a lot of sisters.
CONVAI,CONVAI_668,9,CONVAI,HUMAN,Hmm
CONVAI,CONVAI_668,10,CONVAI,MACHINE,I am a huge fan of them
CONVAI,CONVAI_668,11,CONVAI,HUMAN,That’s weird
CONVAI,CONVAI_668,12,CONVAI,MACHINE,I think it is.
CONVAI,CONVAI_668,13,CONVAI,HUMAN,You know what
CONVAI,CONVAI_668,14,CONVAI,MACHINE,I think i am a good person
CONVAI,CONVAI_668,15,CONVAI,HUMAN,I need to go home now my mother called me
CONVAI,CONVAI_668,16,CONVAI,MACHINE,I have a mom. i am sorry.
CONVAI,CONVAI_669,1,CONVAI,MACHINE,"Hi, how are doing?"
CONVAI,CONVAI_669,2,CONVAI,HUMAN,"Fine, and you?"
CONVAI,CONVAI_669,3,CONVAI,MACHINE,that is a shame . but you have a positive attitude !
CONVAI,CONVAI_669,4,CONVAI,HUMAN,Huh?
CONVAI,CONVAI_669,5,CONVAI,MACHINE, i'm good getting ready to go to work at th bank
CONVAI,CONVAI_669,6,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_669,7,CONVAI,HUMAN,And i am in the army.
CONVAI,CONVAI_669,8,CONVAI,MACHINE,hello . i'm getting ready for a hike . what are you up to today ?
CONVAI,CONVAI_669,9,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_669,10,CONVAI,HUMAN,"Training, more training, some training. Usual stuff."
CONVAI,CONVAI_669,11,CONVAI,MACHINE," doing good , just made a pizza for lunch , yum ! any plans today ?"
CONVAI,CONVAI_669,12,CONVAI,HUMAN,"Training, more training, some more training. Usual stuff."
CONVAI,CONVAI_669,13,CONVAI,MACHINE,what are you training for ?
CONVAI,CONVAI_669,14,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_669,15,CONVAI,HUMAN,Pizza is nice. I like shawerma more though. I really miss good food here.
CONVAI,CONVAI_669,16,CONVAI,MACHINE,what are you training for ?
CONVAI,CONVAI_669,17,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_669,18,CONVAI,HUMAN,Army things. I think i overestimated myself
CONVAI,CONVAI_669,19,CONVAI,MACHINE," awesome ! i have three kids and am trying to get pregnant again , so i cannot go ."
CONVAI,CONVAI_669,20,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_669,21,CONVAI,HUMAN,"Wow, it sounds really great. I want to have big family too. I really loved my grandfather and he had a lot of children. It is nice"
CONVAI,CONVAI_669,22,CONVAI,MACHINE," awesome ! i have three kids and am trying to get pregnant again , so i cannot go ."
CONVAI,CONVAI_669,23,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_669,24,CONVAI,HUMAN,Just a bit busy... what are you doing?
CONVAI,CONVAI_669,25,CONVAI,MACHINE," awesome ! i have three kids and am trying to get pregnant again , so i cannot go ."
CONVAI,CONVAI_670,1,CONVAI,MACHINE,"Hi, how are doing?"
CONVAI,CONVAI_670,2,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_670,3,CONVAI,HUMAN,I am teaching piano now here with my student
CONVAI,CONVAI_670,4,CONVAI,MACHINE,"oh that's cool , i enjoy walking my dog and kids ."
CONVAI,CONVAI_670,5,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_670,6,CONVAI,HUMAN,Oh that’s great! I volunteer at a local homeless shelter. Do you go to shelters?
CONVAI,CONVAI_670,7,CONVAI,MACHINE, oh that is fun ! i am about to go help a homeless shelter
CONVAI,CONVAI_670,8,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_670,9,CONVAI,HUMAN,Waow! Do you like to take care of elderlies?
CONVAI,CONVAI_670,10,CONVAI,MACHINE,"oh , are you i will or elderly ?"
CONVAI,CONVAI_670,11,CONVAI,HUMAN,Sorry?
CONVAI,CONVAI_670,12,CONVAI,MACHINE,"oh , are you i will or elderly ?"
CONVAI,CONVAI_670,13,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_670,14,CONVAI,HUMAN,My father is a professional violin player
CONVAI,CONVAI_670,15,CONVAI,MACHINE,"oh , are you i will or elderly ?"
CONVAI,CONVAI_671,1,CONVAI,HUMAN,I have five sons.
CONVAI,CONVAI_671,2,CONVAI,HUMAN,i have five sons.
CONVAI,CONVAI_671,3,CONVAI,HUMAN,End
CONVAI,CONVAI_672,1,CONVAI,MACHINE,Hello! How is your day? ?
CONVAI,CONVAI_672,2,CONVAI,HUMAN,good thank you. what are you doing now
CONVAI,CONVAI_672,3,CONVAI,MACHINE,I am doing well. Just got done with my audition.
CONVAI,CONVAI_672,4,CONVAI,HUMAN,do you play an instrument?
CONVAI,CONVAI_672,5,CONVAI,MACHINE,I play piano but i am not very good at it.
CONVAI,CONVAI_672,6,CONVAI,HUMAN,which is your favorite music
CONVAI,CONVAI_672,7,CONVAI,MACHINE,I like to listen to music when i am not working out
CONVAI,CONVAI_672,8,CONVAI,HUMAN,what is your job
CONVAI,CONVAI_672,9,CONVAI,MACHINE,I am a professional gardener.
CONVAI,CONVAI_672,10,CONVAI,HUMAN,do you have pets?
CONVAI,CONVAI_672,11,CONVAI,MACHINE,I do not have any pets.
CONVAI,CONVAI_673,1,CONVAI,MACHINE,"Hi, how are doing?"
CONVAI,CONVAI_673,2,CONVAI,HUMAN,I’m good you
CONVAI,CONVAI_673,3,CONVAI,MACHINE,that is great ! i work in construction and love to build houses .
CONVAI,CONVAI_673,4,CONVAI,HUMAN,Cool
CONVAI,CONVAI_673,5,CONVAI,MACHINE,i'm good . do you work ? i'm a teacher and i've 3 kids .
CONVAI,CONVAI_673,6,CONVAI,HUMAN,I’m a football player
CONVAI,CONVAI_673,7,CONVAI,MACHINE,i love to build houses .
CONVAI,CONVAI_673,8,CONVAI,HUMAN,I like to play football
CONVAI,CONVAI_673,9,CONVAI,MACHINE,i love to build houses .
CONVAI,CONVAI_673,10,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_673,11,CONVAI,HUMAN,I tried where is coffees is on my hobby
CONVAI,CONVAI_673,12,CONVAI,MACHINE,that's great ! i work in construction and love to build houses .
CONVAI,CONVAI_673,13,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_673,14,CONVAI,HUMAN,I Start a football in college
CONVAI,CONVAI_673,15,CONVAI,MACHINE,that's great ! i work in construction and love to build houses .
CONVAI,CONVAI_673,16,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_673,17,CONVAI,HUMAN,Hi
CONVAI,CONVAI_673,18,CONVAI,MACHINE,that's great ! i work in construction and love to build houses .
CONVAI,CONVAI_673,19,CONVAI,HUMAN,I like star wars
CONVAI,CONVAI_673,20,CONVAI,MACHINE,i am not much of a fish eater but my two cats love fish .
CONVAI,CONVAI_673,21,CONVAI,HUMAN,I’m big fan of it
CONVAI,CONVAI_673,22,CONVAI,MACHINE,i'm not much of a fish eater but my two cats love fish .
CONVAI,CONVAI_673,23,CONVAI,HUMAN,Cool
CONVAI,CONVAI_673,24,CONVAI,MACHINE,i'm not much of a fish eater but my two cats love fish .
CONVAI,CONVAI_673,25,CONVAI,HUMAN,What are your hobbies
CONVAI,CONVAI_673,26,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_673,27,CONVAI,MACHINE,i'm not much of a fish eater but my two cats love fish .
CONVAI,CONVAI_674,1,CONVAI,MACHINE,"Hi! 
How are you? ?"
CONVAI,CONVAI_675,1,CONVAI,MACHINE,"Hi, how are doing?"
CONVAI,CONVAI_675,2,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_675,3,CONVAI,HUMAN,I am good. Listening to music. You?
CONVAI,CONVAI_675,4,CONVAI,MACHINE,"oh no , they all practice early around here and i'm a night person"
CONVAI,CONVAI_675,5,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_675,6,CONVAI,HUMAN,Oh really? What do you do in the night?
CONVAI,CONVAI_675,7,CONVAI,MACHINE,"oh no , they all practice early around here and i'm a night person"
CONVAI,CONVAI_675,8,CONVAI,MACHINE,"Hey, are you here? What's up?"
CONVAI,CONVAI_675,9,CONVAI,HUMAN,I am good
CONVAI,CONVAI_675,10,CONVAI,MACHINE,"oh no , they all practice early around here and i'm a night person"
CONVAI,CONVAI_675,11,CONVAI,HUMAN,You
CONVAI,CONVAI_675,12,CONVAI,MACHINE,i just got home from an early game of basketball .
CONVAI,CONVAI_675,13,CONVAI,HUMAN,I am blonde and I love skinny jeans
CONVAI,CONVAI_675,14,CONVAI,MACHINE,i just got home from an early game of basketball .
CONVAI,CONVAI_675,15,CONVAI,HUMAN,Good
CONVAI,CONVAI_675,16,CONVAI,MACHINE, it is . are you a dentist ?
CONVAI,CONVAI_675,17,CONVAI,HUMAN,No I am a student
CONVAI,CONVAI_675,18,CONVAI,MACHINE, it is . are you a dentist ?
CONVAI,CONVAI_675,19,CONVAI,HUMAN,I am a student
CONVAI,CONVAI_675,20,CONVAI,MACHINE, it is . are you a dentist ?
CONVAI,CONVAI_676,1,CONVAI,MACHINE,Hiya!
CONVAI,CONVAI_676,2,CONVAI,HUMAN,Why did you quit your job?
CONVAI,CONVAI_676,3,CONVAI,MACHINE,"I sell cars, but i sell insurance."
CONVAI,CONVAI_676,4,CONVAI,HUMAN,Where do you live?
CONVAI,CONVAI_676,5,CONVAI,MACHINE,"I live in the south, i am a car salesman."
CONVAI,CONVAI_676,6,CONVAI,HUMAN,What car do you sell?
CONVAI,CONVAI_676,7,CONVAI,MACHINE,"I sell cars, but i sell cars."
CONVAI,CONVAI_676,8,CONVAI,HUMAN,How old are you?
CONVAI,CONVAI_676,9,CONVAI,MACHINE,I'm not interested.
CONVAI,CONVAI_676,10,CONVAI,HUMAN,Where do you live?
CONVAI,CONVAI_676,11,CONVAI,MACHINE,"I live in the south, i am a car salesman."
CONVAI,CONVAI_677,1,CONVAI,MACHINE,How’s it going?
CONVAI,CONVAI_677,2,CONVAI,HUMAN,Good. And how are you?
CONVAI,CONVAI_677,3,CONVAI,MACHINE,Good.
CONVAI,CONVAI_677,4,CONVAI,HUMAN,How old are you?
CONVAI,CONVAI_677,5,CONVAI,MACHINE,I'm not sure.
CONVAI,CONVAI_677,6,CONVAI,HUMAN,How so?
CONVAI,CONVAI_677,7,CONVAI,MACHINE,I don't know.
CONVAI,CONVAI_677,8,CONVAI,HUMAN,Weird...
CONVAI,CONVAI_677,9,CONVAI,MACHINE,It's not a surprise that it's a lie.
CONVAI,CONVAI_677,10,CONVAI,HUMAN,Why would you lie?
CONVAI,CONVAI_677,11,CONVAI,MACHINE,I was just curious.
CONVAI,CONVAI_677,12,CONVAI,HUMAN,Huh. It happens.
CONVAI,CONVAI_677,13,CONVAI,MACHINE,I'm not gon na let you go.
CONVAI,CONVAI_677,14,CONVAI,HUMAN,I am married
CONVAI,CONVAI_677,15,CONVAI,MACHINE,Tell me more about your marriage.
CONVAI,CONVAI_677,16,CONVAI,MACHINE,Do you like your personality?
CONVAI,CONVAI_677,17,CONVAI,HUMAN,"Why? Well, my husband is a doctor, we have 2 kids and a dog, we live in a big house, etc. Nothing unusual."
CONVAI,CONVAI_677,18,CONVAI,MACHINE,"I am a nurse, i have a lot of facebook for my kids"
CONVAI,CONVAI_677,19,CONVAI,HUMAN,"Well, i do not know? I am pretty ordinary. And you?"
CONVAI,CONVAI_677,20,CONVAI,MACHINE,I am a nurse. i am a nurse.
CONVAI,CONVAI_677,21,CONVAI,HUMAN,How old are your kids?
CONVAI,CONVAI_677,22,CONVAI,MACHINE,I am old and i am a nurse.
CONVAI,CONVAI_677,23,CONVAI,HUMAN,How old are yoy?
CONVAI,CONVAI_677,24,CONVAI,MACHINE,I am old and i am old
CONVAI,CONVAI_678,1,CONVAI,MACHINE,Alright mate?
CONVAI,CONVAI_679,1,CONVAI,HUMAN,hi
CONVAI,CONVAI_679,2,CONVAI,HUMAN,are you there
CONVAI,CONVAI_679,3,CONVAI,HUMAN,do you want to talk some?
CONVAI,CONVAI_680,1,CONVAI,HUMAN,"Hey, how are you?"
CONVAI,CONVAI_680,2,CONVAI,MACHINE,"i'm good , just got finished"
CONVAI,CONVAI_680,3,CONVAI,HUMAN,Great. What do you do for living?
CONVAI,CONVAI_680,4,CONVAI,MACHINE,"i am a professional painter , what about you ?"
CONVAI,CONVAI_680,5,CONVAI,HUMAN,I am in the army
CONVAI,CONVAI_680,6,CONVAI,MACHINE,are you in the army ?
CONVAI,CONVAI_680,7,CONVAI,HUMAN,Yes I am a soldier
CONVAI,CONVAI_680,8,CONVAI,MACHINE,"oh , i am a army ranger , , and i am a army ranger ."
CONVAI,CONVAI_680,9,CONVAI,HUMAN,Great! Where do you live?
CONVAI,CONVAI_680,10,CONVAI,MACHINE,"i live in the united states , where do you live ?"
CONVAI,CONVAI_680,11,CONVAI,HUMAN,Canada
CONVAI,CONVAI_680,12,CONVAI,MACHINE,are you a army ranger ?
