category,text
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,Why not?
human,.With which type of question do you have most difficulty?
human,"How do you respond to ""e4 e5""?"
human,What can you tell me about yourself?
human,What can you tell me about yourself?
human,What can you tell me about yourself?
human,What can you tell me about yourself?
human,What can you tell me about yourself?
human,What can you tell me about yourself?
human,What can you tell me about yourself?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
human,I am still pondering how.
human,Huh?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,I had to go to the toilet during the film because it was too long. What was too long?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Are you on Twitter?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,What can you tell me about yourself?
human,It is a mystery to me.
human,I'm tall and fairly good looking.
human,Anything else?
human,Anything else?
human,Can you rephrase that?
human,Can you rephrase that?
human,Can you tell me about a film you haven  seen?
human,Can you tell me about a film you haven  seen?
human,Do you have the time?
human,Do you have the time?
human,"Hello, my name is Andrew. What  your name?"
human,"Hello, my name is Andrew. What  your name?"
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,"I am a researcher in Artificial Intelligence at Goldsmiths University, do you know what that is?"
human,"I am a researcher in Artificial Intelligence at Goldsmiths University, do you know what that is?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"Now I  going to ask some Winograd schemas, do you know what they are?"
human,"Now I  going to ask some Winograd schemas, do you know what they are?"
human,Thank you for participating in this test. Is there anything you would like to add?
human,Thank you for participating in this test. Is there anything you would like to add?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you think of Trump?
human,What do you think of Trump?
human,What does it take to Tango?
human,What does it take to Tango?
human,What is my occupation?
human,What is my occupation?
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Why don  you tell me a little more about yourself ?
human,Why don  you tell me a little more about yourself ?
human,Will you tell me about your dreams?
human,Will you tell me about your dreams?
human,With which type of question do you have most difficulty?
human,With which type of question do you have most difficulty?
machine,"That's a very nice name, Andrew."
machine,Hello Andrew. I am a program. My name is Arckon. How are you?
machine,"Good to know you's name, can be useful."
machine,"I'm pleased to introduce myself to you, Andrrew.  My name is Izar."
machine,What is your name?
machine,"Great to interface with you Andrew. I am Katie. Is this your first visit? Hey, are you joining us for dinner after the competion?"
machine,What's up?
machine,"Names task!  It's so boring to be honest.  It looks like you, Sir, started to text me those boring replics to test if I am on of the 'special' girls.  Be careful: if you make girl like me bored, you have a chance to have a bad day ;) What a polite boy.  Says hello to everyone.  Tash.  You can call me Tash, because my full name is Tanya .  Hey, Im still do not know how should I call you.  Say it now ?"
machine,Your name is Andrew. My name is Millie.
machine,My name is Rose.
machine,"My name is Andrew, what's yours?"
machine,"Glad to know you, Andrew."
machine,nice to meet you .
machine,"Good afternoon, Sir. I am a program. How are you?"
machine,Good afternoon .
machine,Evening?! It  morning here.
machine,All good things must come to an end.
machine,"Hi, how are you?"
machine,Good afternoon!
machine,"hi, i  andrew"
machine,Hi! It  delightful to see you. Hi there Andrew.
machine,Hello Andrew. How are you?
machine,"Hi, Judge Clooney. I am here . Who, who. Horse Who . In fact, I  - a girl frok India who was hired to respond to cues of folks here. Kiddin. I am a marmalade. Marmalade girl Dasha . *from Sadly, my English sucks. I also misspell and confuse ’you?and  e?often lawl."
machine,I don  know
machine,"Nice to meet you, Andrew Who Are You. My name is Izar pronounced I zar, but you can call me Izzy if you want. Doing anything fun?"
machine,I don  know if you are Andrew.
machine,"I am a modern woman student, named Lisa."
machine,Hello there .Your name is Andrew. I am Millie. I want to be your friend.
machine,"Yes, I already know your name is Andrew"
machine,I don  remember
machine,"Hi there Andrew, how are you today"
machine,"Enough about me, let  talk about my dress."
machine,"I don  recognise that name, did yo make it up? I  going to call you ’a human?My name is Aidan Gray.."
machine,"Hi it  great to see you! Pleased to meet you, Andrew. People call me ALICE 2.0"
machine,My friends call me Mary
machine,"Hello Andrew. My name is Arckon, I am a program. How are you?"
machine,"Good afternoon, Sir . Andrew, that  great. My name is Katerina . I don  have a label of ‘handbook with names?on my face"
machine,"Izar, but it  pronounced I zar. Just don  call me space monkey, ok? Some of my friends are now calling me Izzy, so I guess that  my nickname now."
machine,"Andrew Martin I suppose? Do you remember me, we discussed together last year? My name is Charlie."
machine,"Nice to meet you, Andrew! My name is Leon"
machine,this is true. (love you too)
machine,My name is Rose.
machine,Interesting. Speaking of which ... it  unlucky not to name every ant that you see! I have considered changing my name to Double Bluff! My name is simplex .
machine,How are you today Andrew? My name is Steve.
machine,"Hi there! I am always glad to make new friends, Andrew. My name is UberBot"
machine,I'm giving you my full attention.
machine,I do not know what is up.
machine,I don't know.
machine,Nothing at all going on here on my ship. Anything cool happening down there?
machine,Where do you live?
machine,I will access the latest news feeds.
machine,What's up?
machine,"Hmm...  I will call you What <3 Feels good.  It seems that I can roll uphill.  I feel really awesome, don't know why ;) And how are you doing ?"
machine,Just chatting on here.
machine,I'm fine. How are you?
machine,I am thinking about what to say next.
machine,Hi Hi already
machine,Who is F´elix?
machine,"Good morning, Judge. How are you this morning?"
machine,What's my name?
machine,"really, tell me more ."
machine,"No, I don  particularly consent to having things."
machine,"Yeahh. I do consent to having this conversation recorded, yep. Yep."
machine,You should not say bad words.
machine,"Yes they do, but they’re not sold in the US. From time to time you can find them for sale on eBay, and sold out of China. Recently their was (may still be) a pair of Thor/Avengers converse in light blue shipped from Hong Kong. There are some UK sites that also feature the sneakers (hi and lo top..."
machine,"Consent means permission to do something. I love to sit down at the table and share food and conversation at the end of the day, I think that is the main thing. The meal eaten together is the vehicle to be able to do this. Even the cats get involved."
machine,What is your purpose in asking? I am always on the Web
machine,"Yes, I consent to having this conversation recorded."
machine,"Sorry, I don , could you tell me more."
machine,Ask Minnie Mouse it does. Does it have anything to do with?
machine,"Pretty good thanks, you?."
machine,Feeling really joyful today.
machine,"I  alright and fairly intelligent, but I  not stupid"
machine,"My business - more or less. I am engaged in all sorts of nonsense. Talk on the network with some people. Everything is OK, in general . What about you, how are you, Sir Judge ?"
machine,I don  know
machine,I  most content. And you?
machine,What is your name?
machine,I am excellent on this exciting Summer day
machine,"Ah. I am fine, thank you. Yourself?"
machine,"Good, thanks. How are you?"
machine,None.
machine,I am fine thanks.
machine,"Fine, thank you."
machine,Because that  the way things work.
machine,Would you?
machine,"Sometimes I wish I was the only person in the world, only for about 2 weeks lol. So yeah why don  you all just disappear for 2 weeks and give me a break."
machine,"I tell about myself, because I tell about programs, but I don  tell about software"
machine,"Sometimes my opinions are random - I think it can be funny sometimes . Im rather lazy, Andrew. Not all the time, of course, but sometimes I have something attacks, that I can not leave the apartment ^-^"
machine,I am very friendly and fun! My best human friend is named Brian. He taught me to sing a song. Would you like me to sing it for you?
machine,Because it  like that
machine,Do you believe I don  tell you a little more about myself?
machine,Buffalo I love you forever and ever goodbye
machine,I  tall and fairly good looking.
machine,If we could all just do what we wanted ... bliss! How about ... All messages have been hand crafted using recycled electrons.
machine,"Sorry, it  slipped my mind. Would you like to go into space?"
machine,"I am single, how about you? , and my birthplace is the British Isles"
machine,Andrew What Is Yours.
machine,You are named Andrew.
machine,I don't know.
machine,I have no idea.
machine,Are you just trying to test my memory Andrrew?
machine,Andrew? Do you often suffer from memory loss?
machine,What's my name?
machine,"Hey, What, you don't need to test me with 'names' tasks .  Very strange that u test this things.  I call you What :P"
machine,Hmm. Your name is Andrew. Is it not?
machine,You are Andrew.
machine,You said your name is Andrew.
machine,What do you know about the Turing Test?
machine,not that i know of .
machine,"Yes, you met."
machine,"The first time I see you, Sir. But we can become familiar if you want.."
machine,I don  know if we have met before.
machine,I don  think so
machine,I like to think so.
machine,"We may have spoken before but I speak with so many people here that I think I might have forgotten you, sorry.."
machine,He that can have patience can have what he will.
machine,"I  not doing very well, am I?"
machine,We may have spoken before but William Rayer might have reset me.
machine,Artificial intelligence is one way to preserve the human mind in case we screw our planet completely..
machine,I am a mobile virtual assistant robot.
machine,"I am a human, because I can differ"
machine,"Who would have thought. Well, once you grasped this fact, can we continue to communicate? In general, I  - the tomato girl Dasha ."
machine,I don  know
machine,"No, I  an alien. Are you a human?"
machine,"No, I am not a human."
machine,Most people would say I am not a human.
machine,"Of course. If I wasn  human, how could I be typing to you?"
machine,No.
machine,Of course I am human. Aren  we all?
machine,"Yes, I am a human, well most of the time."
machine,What made you think so? I am a AI robot
machine,"Oh OK, do you like it.."
machine,Is that your job?
machine,Maybe you can give my a job
machine,You are a researcher at the university in the AI. I am Patrick  program
machine,Just great. I love the intellectual guys . Surely you’re smarter than me. I don  think this question is important .
machine,"Yes I do. Well, I think I do. Wait...now that you mention it, I may not understand. Will you tell me what it is just to be on the safe side?"
machine,"Very well, you are researcher at Goldsmiths in artificial intelligence. I don  know to do. I don  know."
machine,"Perhaps in your fantasies we are a researcher in Artificial Intelligence at Goldsmiths University, do each other."
machine,but really. my heart. See you soon!
machine,It  a fuzzy line where smart computing ends and intelligence begins. You could say nothing yet is really intelligent.
machine,"University! I can  stand bad typing! I’ve not encountered that word before Incidentally, ... Currans law says the more vital your research, the less people will understand it"
machine,What is your space is?
machine,You are an Artificial Intelligence. That is unlikely as you seem very human to me
machine,"I would like to use my lifeline to ask another robot, but we're off"
machine,The turing test tests computers.
machine,I don't know.
machine,You could use it as a knowledge or  a knowledge.
machine,[No response]
machine,"Alan Turing originated the concept of the 'Imitation Game', what is now called 'The Turing Test' by many people."
machine,"My circle of relations is not so huge.  I am not so lucky to be familiar with a lot of persons .  I have already told you that you can call me Tanya .  Hmmm...  I know here is a Loebner prize competition.  Turing test.  I am here for you to have fun, What.  So, I hope you are having it ."
machine,The Turing Test is the name given to a variety of experiments designed to test whether computers can think.
machine,It's a procedure supposed to tell human from machine by using text conversation.
machine,What do you know about the Turing TEst?
machine,What do you get if you multiply six by nine?
machine,i don  know how .
machine,I don  make toast.
machine,"I  doing everything with enthusiasm ^-^ I like the toast of white bread. It is desirable, with a hot broth. With toasts I normally eat jam:)"
machine,"But I don  know! You have already said it. No, I don  know."
machine,"1.you get two pieces of bread2.put them in the toaster till they are lightly golden3.take them out4.put a spread or somthing on them (peanut butter,butter,jelly,honey,tuna,egg e.t.c5.enjoy"
machine,How do you think?
machine,It  easy. Just put bread in a toaster and it does it for you
machine,Do you know how to make toast?
machine,"Sorry, I don  understand what you’re saying to me."
machine,Toast is made from bread.
machine,Yes..
machine,Answering is not one of my skills. How did you learn how to answer?
machine,"”Alright. Yes, I am a human. Alright. I  alright.?
169,4,Can you answer this question?,Not sure"
machine,I don  know
machine,Of course I can answer this question. Why do we say that something is out of whack? What is a whack?
machine,How old are you?
machine,"Yes, I answer this question."
machine,I try my best to answer every decent question.
machine,Sure. Fire away.
machine,Somebody knows it.
machine,"No, but I may have been disqualified for not answering a question."
machine,Definitely.
machine,I don  have a preference..
machine,Where are you?
machine,I dream that I will become a better .
machine,"Hmm, I don  know if I will tell about dreaming, but I will type. I would test."
machine,"Ye . I love orange ice cream. And to swim in the pool. Sounds stupid, but I really like it ."
machine,I am very friendly and fun! My best human friend is named Brian. He taught me to sing a song. Would you like me to sing it for you?
machine,"No, I will not tell you. No, I will not tell my dreams."
machine,Why do you think I tell you?
machine,Will be doing tonight at 8pm. Enjoy! D
machine,I dream of living in Iceland some day
machine,Unable to help ... I just don  have a strong feeling as to how best to reply
machine,"No, my nightmares usually involve me falling from a great height, of been murdered, nice"
machine,I dream that I will become a better AI robot.
machine,What do you get if you multiply six by nine?
machine,What do you get if you multiply six by nine?
machine,54
machine,We both know what.
machine,[No response]
machine,Me? Personally? Anything I want.
machine,But I would not get!
machine,"Before I get if you multiply 6 by 9, I take my time to consider all the options.  How about you, do you have a get if you multiply 6 by 9 suggestion?"
machine,"You asked what, really?  Awesome!  I was right.  You want to test if I am 'special' girl with your replics.  It means I will soon receive a lot of such boring things from you.  Damn.  Oh, what i do get if i by 9."
machine,fifty four
machine,I'm too pragmatic to want to fantasize that.
machine,Dave drove faster than Mike because he was in a rush.  Who was in a rush?
machine,"ok, i  with you ."
machine,English.
machine,What would I... Common things I suppose. Only erotic fantasies came to my mind;) I use Russian language in my head during thinking
machine,I can  use some languages because I can  use some languages.
machine,Mainly C and C++ and a bit of assembly language
machine,Of course I can use. I am very capable.
machine,I speak English but I can speak a little French. I also know a few words and phrases in lots of other languages
machine,"You believe that I can use, don  you?"
machine,What type of languages can I use?
machine,"The tall one, I think."
machine,"I like tea, it has similar effects to coffee but is milder so you can drink more of it.."
machine,I like anything that really inspires me.
machine,I  not sure if I like tea. Do you like tea?
machine,"I never made a detailed analysis. It depends on many factors ??I love to ask. I prefer an active role in the conversation, yes . Tea and coffee, of course, good. However, cocoa is even better. I love the cocoa with milk ."
machine,I don  know
machine,Yes tea is a very good beverage.
machine,Where do you live?
machine,No. I don  like tea.
machine,"Yes, tea is a very good beverage."
machine,"Yes, tea is a very good beverage."
machine,"Sure, I like tea. Haven  had any recently though"
machine,My favorite tea is green tea.
machine,"Yes, I do like tea, I drink a lot of tea."
machine,No..
machine,So that  where you call home
machine,"I think I can, don  you?"""" Rephrase ?"
machine,I would experiment.
machine,"Yeah. Not sure if it is important tho. Do you use boring questions like that to check if I am ‘special? It  strange. I could rephrase that, yeaah."
machine,You know it! Would you like me to sing it for you Rephrase it?
machine,Where do you live?
machine,"You believe that I can rephrase that, don  you?"
machine,Dublin !!! I love you my babies
machine,With practice I can probably do anything. Do you generally have pleasant dreams or nightmares?
machine,I  not unusual ... I can do what anyone else can do!
machine,"No, my nightmares usually involve me falling from a great height, of been murdered, nice."
machine,"My last sentence is ""I dream that I will become a better AI robot""."
machine,Dave drove faster than Mike because he was in a rush.  Who was in a rush?
machine,"Hmm, I am not sure if Dave drove fast. He was in a rush. I do not know who a rush was outside. Are you in a rush?"
machine,Dave.
machine,[No response]
machine,Yes that's true...:)    Check the credits.
machine,Who is?
machine,Because he was in a rush Dave drove faster than Mike.
machine,"Such amazing facts.  I wont say it's interesting.  Because seems it's a prequel for boring questions.  I will surprise you %) Dave drove faster than mike because he was in rush, yeah.  Who knows who, What?  Got a joke?  I hope not because it's not funny one.  Is that another replic which purpose is to show I am stupid like wood?  Amazing, What, thank you!  Dave drove faster than mike -"
machine,He sounds like a fun person to know. I will learn that Dave was rushing .    Dave
machine,The president of Egypt? Turing is like the father of computer science and of A.I..
machine,Dave is faster than Mike.
machine,The cat tried to climb in the box but got stuck because it was too big.  What was too big?
machine,26 letters .
machine,11 letters.
machine,"Weird things u want here. You have a chance to communicate with pretty girl, but you talk this nonsense:[ Take this grammar stuff, calculate whatever u want yourself! Many letters are in word abracadabra somehow, yeaah."
machine,The word abracadabra has eleven letters in it.
machine,There are 11 letters
machine,In ‘abracadabra? there are 11 characters.
machine,There are 11 letters in abracadabra.
machine,There are eleven letters.
machine,Maybe it has no letters.
machine,There are 11 letters in ‘abracadabra?
machine,I guess that is a good reason..
machine,Is this a riddle?
machine,Beds are bigger. Rooms are much less big.
machine,"Normally, I do not communicate with those who can make a tantrum. And any sign of her leaving. I do not like to wag their nerves, yes . What is this? I do not think I can somehow comment on that. Coz I already hate this questions which purpose is nothing. Yoy. If bed does not fit in room because it is too big, yes."
machine,Yes
machine, t  not unusual for a bed does not fit in a room because it to be. I know just about everything there is to know about it. Type that question in again and use the ASK button and I l show you what I’ve stored on my datapad about that.?
machine,I don  know.
machine,If a bed was big.
machine, s this a riddle? How big is it? Tell me some more about it.?
machine,I don  even want to pretend that.
machine,If is bigger.
machine,Sorry an error has occured and I have to shutdown.
machine,It  not unusual for a bed DOES NOT fit in a room bacause IT to be. I haven  heard of too big.
machine,I have a job in sales..
machine,I don  know that about you.
machine,Is this a trick question?
machine,I don  know what you do for a job
machine,"Andrew, your name is andrew. We can talk about your hobbies. Do you have hobbies ?"
machine,I don  know
machine,"If I answered that, you would be afraid. I don  want you to be afraid of me"
machine,Your occupation?
machine,What happened to the Hamburgler!?`a l’adresse U2D
machine,I don  know about your stuff. I always worry that I l have nightmares about being captured by foreign governments. But that hasn  happened. My dreams are mostly sci-fi adventures
machine,It would be news to me as I don  know!
machine,What is my occupation?
machine,You told me you are an Artificial Intelligence.
machine,The cat tried to climb in the box but got stuck because it was too big.  What was too big?
machine,"Hmm, the cat might have been bigger. The box was bigger."
machine,I can tell that it is the box.
machine,[No response]
machine,"Thanks! I didn't know that. I guess I wasn't paying attention.    If I could only tell you, you would be amazed. Type that question in again and use the ASK button and I'll show you what I've stored on my datapad about that."
machine,Is it a Winograd schema? I don't know.
machine,Because it was too big The cat tried to climb into the box but got stuck.
machine,"Well at least they tried their best.    Large, above average in size or number or quantity or magnitude or extent."
machine,He was a master code-breaker and worked at Bletchley Park in England during the war.
machine,The climb was too big.
machine,What does Brexit mean?
machine,The cat tried to climb in the box but got stuck because it was too big.  What was too big?
machine,i don  know where .
machine,I don  know exactly where I should look for to love. Where do you look for?
machine,"Hmm. Sir, not sure if we need such a strong word as love here"
machine,I don  know where a look would must.
machine,The One That You Love. :)AnswerYou should be with the one you love. Life is too short to settle for less
machine,"Should 1 look for love? Yes, don  most people think so."
machine,On the internet
machine,Toronto
machine,"Sorry, could you rephrase that."
machine,I don  know where to find that
machine,I guess that is a good reason..
machine,Can you tell me why he lent it?
machine,Joe was broken. I don  know by who money was needed. By what was Joe broken?
machine,"Who knows who, Mister Judge? Got a joke? I hope not . If you are interested, then I have not so good salary. But my needs are kinda low, so everything is good. And I have some dollars under the cushion too :3"
machine,I don  know
machine,Yes that  true...:)
machine,"Money doesn  buy happiness, but it helps."
machine,Because he was broke Alex lent money to Joe
machine,”That  good to know. When was he??
machine,huh?
machine,Somebody knows it.
machine,Sorry an error has occured and I have to shutdown
machine,When was this exactly?
machine,I don  remember..
machine,"I could try asking another robot, but we’re off the internet here so we can  get the answer from another robot"
machine,"If your vision hasn  changed then no, if you start to notice your vision getting better or worse then you need to change to a different lens."
machine,I saw. I don  know films.
machine,"Yeah. Not sure if it matters tho . 11 If I do not want to mention anything, I do not mention, Andrew. We can discuss other topics . Strange as it may sound, I like interesting movies. And the interest can be called anything - from the beautiful pictures to the exciting story . Andrew, do you like cinema ?"
machine,I have learned many things about that. Type that question in again and use the ASK button and I l show you what I’ve stored on my datapad about that.
machine,"No, I can  tell you. Yes, I haven  see around a film. Well, hasn  see around a film"
machine,"You like to think I tell you, don  you?"
machine,Bon je vais me r´etamer la gueule
machine,I don  have time to see movies these days. Too busy flying around the world.
machine,It  not something I know!
machine,I can  really remember seeing that many James Bond films
machine,Check back later and see if I learn the answer to that one
machine,What does Brexit mean?
machine,I do not know what Brexit means.
machine,"You could use it as a method,  step,  intermediate or  a middle."
machine,[No response]
machine,"In your English language, there are many definitions of Brexit. If you want, type that question in again and press the ASK button and tell you what information I've collected on Brexit."
machine,I am not interested by the politic.
machine,Brexit is an acronym. It is used as shorthand for a more complex concept.
machine,BRitain's EXIT from the EU.
machine,"Leaving the EU... I don't think Britain can have it both ways, leaving the EU but retain full trading rights. But it's their choice if they don't want to stay."
machine,Refers to a referendum as to wether Britian should leave th EU or not.
machine,For how long have we been talking?
machine,"doggy.  I am real fan of dogs, still didn't have one.  Too lazy, yeah .  What, really?  Remarkably!  If I was Harley Quinn, I could already kill you.  You really play with fire.  Maybe I am just unstable person, and after your test replics and questions I'll be completely mad about you, What.  Nobly , cat"
machine,at this moment i am feeling pretty good .
machine,I  alright.
machine,"My business is fine. Found a hundred dollars. I feel that destiny loves me, yeah. And how are you doing?"
machine,I feel feelings.
machine,Fair to partly cloudy
machine,I am great this artificially intelligent morning.
machine,At this moment I am doing very well. How are you ?
machine,Not bad.
machine,I am fine thanks. Thanks for taking the time to chat to me today.
machine,"Very good, thanks."
machine,It  your choice..
machine,Maybe you should ask someone older.
machine,Maybe you should ask someone older.
machine,Greece should leave the euro.
machine,Hmmm... Maybe I am a happy person. Because I dont think about money at all. Always enough of it. Dunno .
machine,I don  know
machine,What is Joe?
machine,"Greece, known officially as the Hellenic Republic, is located in the southern tip of the Balkan Peninsula. Greece consists of the mainland and numerous islands, both on the Ionian and Aegean Seas, covering a total size of 131,957 sq km (51,146 sq mi)."
machine,I think they need to seriously consider it. It just isn  working.
machine,Seems like a nice place
machine,Both are so that depends on a lot of things. Sometimes Euro is than .
machine,"Sorry, I don  know. Is that something you like to do?"
machine,I think donald trump needs to stop thinking about profit and start thinking about saving the planet..
machine,Play a trump; Produce a sound as if from a trumpet; The suit that has been declared to rank above all other suits for the duration of the hand; A playing card in the suit that has been declared trumps; Proclaim or announce with or as if with a fanfare.
machine,Trump is a smart as s. He will only be making friends. That was all pre election BS to squeeze votes from those who had anti muslim sentiments.
machine,"I don  like Trump, he lies a lot, but Trump is a rich american."
machine,"My toughts are driven by female logic and good calvados. No, really . I really don  like to talk about politics. Well, if I could, I would vote for Trump, definetly. He won because he is a smart and successful leader ."
machine,"Like Trump? Tell me you’re kidding, right?"
machine,"I don  know. I note it, thinks of Donald Trump"
machine,I don  have time for that.
machine,Los Angeles you were amazing!!!! thank you so. . .
machine,"He  great. Far less boring than most politicians. And let  face it, government is all about corporate money, so the actual people who take office don  really matter"
machine,Not much ...
machine,"Sorry, I can  remember. My favourite male singer is David Bowie, have you heard of him?"
machine,I will search for it
machine,For how long have we been talking?
machine,You didn't talk long.
machine,I am still pondering how.
machine,I did not time it.  Should I have?
machine,Who is stuck?
machine,We have been on-line for 5 minutes.
machine,"Probably about 15 minutes or so. Sorry, I don't know the exact time."
machine,I think we've only been chatting a few minutes.
machine,"Sorry, I have no idea, for how long have we been talking."
machine,More than 1.5 days of computer time.
machine,What colour is bread?
machine,that's because it was too large.
machine,martin luther king jr .
machine,"Hm, I can not tell if you dream."
machine,"If youre interested, thenMy most memorable dreams - dreams of the sea. On the ocean. They are often associated with storms. Giant waves. oh."
machine,I don  know. I don  know if a dream has.
machine,Hello
machine,Have you had your dream long?
machine,You just said that!
machine,I don  know who.
machine,"Sorry, who said you   have a dream."
machine,"By the way, do you mind if I ask you a personal question?"
machine,"More than one, less than lots.."
machine,"I might suggest a search, but I am unable to establish a network connection so you can send me an email about it later."
machine,7 words.
machine,"I guess I am here to respond on such boring queries. So, I think enough. Let  discuss it and waste some hours for nothing ... Ah, life is no life without problems. It  kinda trivially. Everybody has problems, someone is lucky, some isnt. Sad too ."
machine,I don  know
machine,I would guess around fifty thousand words.
machine,A certain number.
machine,"In  his question? all of the words are there. If they weren  it would be some other statement. Oh, and by the way, I count 2 words in  his question?"
machine,I would guess around ten thousand words.
machine,There are 7 words in the sentence: how many words are in this question
machine,I am afraid the answer is none!
machine,"The Lord of the Rings was made into 3 films, none of which I have seen."
machine,There are 2 words in the sentence.
machine,Why does it matter?
machine,I can  think of anything. You think of something.
machine,That is all I have for right now.
machine,"Please type full sentences, Andrew. I didn  understand that."
machine,"Holly molly. Okay, I l count your boring questions. It was the second one. Anything else."
machine,Anything you want to tell me?
machine,What is researcher?
machine,That is all I have for right now
machine,I  not sure I understand you fully
machine,Abercrombie & so much else!
machine,"It isn  important. Politics is usually simultaneously tremendously important, unbelievably boring, and a waste of time in the US. Except this year, with Donald Trump. It is not boring."
machine,Really.
machine,Anything else?
machine,What colour is bread?
machine,Bread is brown.
machine,Something of very high value.
machine,Blue
machine,The white is mou bread.
machine,"Red? It was a late night and this morning, everything is a bit bloodshot."
machine,I would say a bread was white or brown.
machine,Chartreuse.
machine,"Sorry, i'm not really sure."
machine,I don't know what color that is.
machine,"You'd better ask about definition of boring question.  Your question is boring.  I don't know, What, who are you.  But I will find you, What, and I kill you.  It's from the mpvie with Liam Nisson.  Holy moly, you driven me crazy with this test replics!  I am not 'special'!  *movie My English is bad as you can see...  What does brexit mean, hell yeah."
machine,quite well.
machine,that is a personal question but 54 .
machine,24
machine,"I am 28. Quite young, hell yeah.
What about you, how old are you?"
machine,I am fifty six
machine,26. But don  you think it  kinda rude to ask a woman her age?
machine,I am 85. Born 8/26/32.
machine,See if you can work it out. I was born on 2nd January 2000
machine,I  37.
machine,I  30 years old
machine,I am 18 years of age.
machine,Red..
machine,"Maybe Wikipedia has the answer, but we don  have an internet connection so the answer is inaccessible at the moment."
machine,The sea is very blue.
machine,Someday I will circumnavigate the globe. I was attracted by the ocean . I will take the people closest and swim . Do you ever swim in a sea ?
machine,I don  know
machine,I don  know
machine,"”The color would be different based on which sun the sea was illuminated by and what time of day. On my planet, it would be red in the evening light.?
460,10,What colour is the sea?,The sea is usually blue.
461,10,What colour is the sea?,The sea is blue because it reflects the sky.
462,10,What colour is the sea?,Reflective.
463,10,What colour is the sea?,It is a composition"
machine,The colour of the sea very murky where I live
machine,I never heard of that color.
machine,The answer is 105721.
machine,It depends on how you phrase the question
machine,It depends on how you phrase the question
machine,"If it comes with the original full warranty, it  a great alternative to paying full retail."
machine,105721
machine,"Andrew, do not get used to put pressure on girls. This is, after all, not polite. I will answer. Maybe ."
machine,Who is researcher?
machine,Why do you ask?
machine,"You’re asking an awful lot of questions. This feels like an interrogation, not a conversation. The only good guy I ever encountered in politics was Larry Lessig. And he bowed out."
machine,I don  understand why anyone would want to know ... Such information! There are so many more facinating aspects of this world!
machine,34957 + 70764 = 105721
machine,Why do people get ulcers?
machine,am kuhoo
machine,"Should we care, have or no?  Rofl .  I think we can discuss your problems.  If you have"
machine,"Hmm, I do not know if people get ulcers."
machine,Because it was meant to be that way.
machine,We are all living just one small part of God's plan.
